# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8110427198298016,1.0849068314677994,-10.339989452747837,0,3.0,0.006054732493749162,-0.4881176940869681,0.0,0.011984136773746653
 0.1433402391455342,1.8413618452895084,1.0793750497324812,-10.339989452747837,0.43002071743660264,3.0,0.006054732493749162,-0.48639988505586645,0.1803219275923518,0.08707972583354139
 0.20251768581315652,1.87156477867107,1.0738702796296817,-10.329318461494738,0.6075530574394695,2.999999999999999,0.006878711382587451,-0.4812467292245209,0.2667321839245981,0.18967828545891405
 0.24779270961341762,1.9016520293214434,1.0683931457316256,-10.317242155519256,0.7433781288402529,3.0000000000000013,0.007718147690988535,-0.47265904033597583,0.3546666706696696,0.31586376446148806
 0.28584983171038336,1.9316241065875859,1.0629442726105387,-10.303744562729856,0.8575494951311502,3.000000000000002,0.00857326960591988,-0.46063817448585775,0.44673821889596504,0.4622074098144509
 0.31928102352928134,1.9614815198164541,1.057524284838646,-10.288809571641112,0.9578430705878441,3.0,0.009444308104450023,-0.44518602990823486,0.5438234949440772,0.626526781050207
 0.3494169790916657,1.991224778355005,1.0521338069881734,-10.272420930963698,1.0482509372749973,3.0000000000000036,0.01033149642002225,-0.4263050466758621,0.6463038748489253,0.8072822845781292
 0.37704899925008006,2.0208543915501957,1.046773463631346,-10.25456224926541,1.1311469977502404,3.0,0.011235070460188804,-0.40399820631486844,0.7543719372407605,1.0033141449100516
 0.402693185681082,2.0503708687489834,1.0414438793403888,-10.235216994668491,1.2080795570432463,3.0000000000000067,0.012155268463244526,-0.3782690313339338,0.8681375385526835,1.2137080623714827
 0.4267083896411935,2.079774719298325,1.036145678687528,-10.214368494614721,1.2801251689235809,2.999999999999998,0.013092331097882067,-0.3491215846680509,0.9876717417291845,1.4377186254482728
 0.449356156078079,2.1090664525451768,1.0308794862449888,-10.191999935691726,1.3480684682342372,2.999999999999995,0.014046501600459333,-0.31656046903693835,1.113027161715979,1.6747220756949874
 0.4708341334336958,2.1382465778364965,1.025645926584996,-10.168094363516204,1.4125024003010875,2.9999999999999973,0.015018025079218327,-0.28059082621820985,1.2442481109677626,1.9241854057692862
 0.49129603376030434,2.1673156045192408,1.0204456242797753,-10.14263468268801,1.473888101280913,2.9999999999999947,0.01600714931309557,-0.2412183362354439,1.3813759102760668,2.1856451932034915
 0.5108642234679523,2.1962740419403666,1.0152792039015526,-10.115603656818154,1.532592670403857,2.9999999999999973,0.017014124281575276,-0.19844921646122898,1.5244517490054539,2.458692559508411
 0.5296380208048129,2.2251223994468314,1.0101472900225523,-10.086983908632503,1.5889140624144389,3.0000000000000058,0.018039201941560428,-0.15229022063537107,1.6735182400846298,2.7429621547785303
 0.5476993647248004,2.253861186385592,1.0050505072150007,-10.056757920141962,1.6430980941744013,3.0,0.019082636526385987,-0.1027486377984061,1.828620250830505,3.0381238846037837
 0.5651168067606587,2.2824909121036048,0.9999894800511223,-10.024908032917525,1.6953504202819762,3.000000000000006,0.02014468425472293,-0.049832291140563145,1.9898053258816235,3.343876562312373
 0.5819483952853357,2.3110120859478274,0.9949648331031437,-9.991416448428074,1.7458451858560073,3.0,0.02122560320950562,0.006450463233590276,2.1571238700581925,3.659942948115869
 0.5982438062347888,2.3394252172652164,0.9899771909432891,-9.956265228496601,1.7947314187043668,3.0000000000000138,0.0223256537565013,0.0660907376246912,2.330629196197444,3.9860658096407944
 0.6140459478765559,2.3677308154027292,0.9850271781437844,-9.919436295823852,1.8421378436296683,3.000000000000014,0.023445097606761604,0.12907911414203999,2.5103774893953226,4.322004749310527
 0.6293921901636192,2.395929389707322,0.9801154192768549,-9.880911434639602,1.8881765704908584,3.0,0.024584198471655973,0.19540564619079798,2.6964277280811313,4.667533617298501
 0.6443153207852669,2.4240214495259527,0.975242538914726,-9.840672291441614,1.9329459623558014,3.0000000000000075,0.025743221684408096,0.26505986004267496,2.888841578139519,5.0224383783923505
 0.6588442987337293,2.452007504205578,0.9704091616296231,-9.798700375856223,1.9765328962011888,3.0000000000000075,0.026922433929948843,0.33803075648984876,3.0876832753725707,5.386515335449791
 0.6730048554836606,2.479888063093154,0.9656159119937716,-9.754977061609496,2.019014566450983,3.000000000000008,0.028122103452035817,0.4143068125818609,3.2930195021988875,5.759569636381505
 0.6868199798569748,2.5076636355356388,0.9608634145793972,-9.70948358762287,2.0604599395709253,2.999999999999984,0.02934249974192186,0.4938759834452356,3.504919263567866,6.141414009018991
 0.7003103129657012,2.535334730879989,0.9561522939587246,-9.662201059238146,2.1009309388971045,3.0,0.030583893474955444,0.5767257041855005,3.7234537652078665,6.5318676809617875
 0.7134944728250362,2.562901858473162,0.9514831747039795,-9.613110449568804,2.1404834184751094,3.0,0.031846556283326624,0.6628428918713243,3.9486962936943026,6.93075545092476
 0.7263893233737193,2.590365527662114,0.9468566813873873,-9.562192600999477,2.1791679701211586,2.9999999999999916,0.03313076070746043,0.7522139476004699,4.180722101210456,7.337906885185256
 0.739010199121505,2.617726247793803,0.9422734385811737,-9.509428226824078,2.217030597364516,3.0000000000000178,0.03443677994966394,0.8448247586472142,4.419608292850203,7.753155618118376
 0.7513710940608179,2.644984528215185,0.9377340708575637,-9.45479791304324,2.2541132821824545,2.999999999999991,0.03576488790862251,0.9406607006909191,4.6654337189820865,8.176338739926242
